"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"953","18.5","18","120.5","133","12","12","2","1","1","0","4.890349","8.3125","0","2.917771"
"954","42.5","18","120.5","144","12","12","2","1","1","0","4.969813","9","0","3.749504"
"955","7.5","18","120.5","130","","12","1","1","1","0","4.867535","8.125","0","2.014903"
"956","37.5","18","120.5","102","13","12","2","0","1","5","4.624973","6.375",".25","3.624341"
"957","37.5","18","120.5","109","14","14","2","1","1","0","4.691348","6.8125","0","3.624341"
"958","1.5","18","120.5","104","","12","2","0","0","0","4.644391","6.5","0",".4054651"
"959","17.5","18","120.5","134","","13","2","0","0","7","4.89784","8.375",".35","2.862201"
"960","65","18","120.5","91","12","16","1","1","1","0","4.510859","5.6875","0","4.174387"
"961","3.5","18","120.5","159","11","12","2","0","1","0","5.068904","9.9375","0","1.252763"
"962","4.5","18","120.5","93","17","18","1","0","0","0","4.532599","5.8125","0","1.504077"
"963","22.5","18","120.5","131","","12","1","1","0","15","4.875197","8.1875",".75","3.113515"
"964","22.5","18","120.5","119","12","12","2","1","0","0","4.779123","7.4375","0","3.113515"
"965","3.5","18","120.5","126","","11","2","1","0","0","4.836282","7.875","0","1.252763"
"966","17.5","18","120.5","107","12","11","1","0","0","0","4.672829","6.6875","0","2.862201"
"967","16.5","18","120.5","76","12","12","1","0","1","0","4.330733","4.75","0","2.80336"
"968","10.5","18","120.5","122","17","17","1","1","0","0","4.804021","7.625","0","2.351375"
"969","22.5","18","120.5","104","18","16","2","0","0","0","4.644391","6.5","0","3.113515"
"970","3.5","18","120.5","92","","11","3","0","0","4","4.521789","5.75",".2","1.252763"
"971","8.5","18","120.5","101","9","9","2","1","1","10","4.61512","6.3125",".5","2.140066"
"972","1.5","18","120.5","109","11","12","1","0","0","0","4.691348","6.8125","0",".4054651"
"973","65","18","120.5","113","16","16","2","0","1","0","4.727388","7.0625","0","4.174387"
"974","42.5","18","120.5","136","13","16","1","0","1","0","4.912655","8.5","0","3.749504"
"975","22.5","18","120.5","147","","12","1","0","0","0","4.990433","9.1875","0","3.113515"
"976","17.5","18","120.5","104","12","12","1","0","1","15","4.644391","6.5",".75","2.862201"
"977","18.5","18","120.5","117","11","10","3","0","1","15","4.762174","7.3125",".75","2.917771"
"978","5.5","23","133.4","89","9","8","2","1","0","40","4.488636","5.5625","2","1.704748"
"979","13.5","23","133.4","101","12","12","1","1","1","0","4.61512","6.3125","0","2.60269"
"980","17.5","23","133.4","121","14","12","3","1","1","0","4.795791","7.5625","0","2.862201"
"981","19.5","23","133.4","120","14","12","1","0","1","10","4.787492","7.5",".5","2.970414"
"982","65","23","133.4","116","16","16","2","1","1","0","4.75359","7.25","0","4.174387"
"983","11.5","23","133.4","112","11","10","5","1","1","0","4.718499","7","0","2.442347"
"984","65","23","133.4","125","16","18","1","0","1","0","4.828314","7.8125","0","4.174387"
"985","2.5","23","133.4","128","","12","1","0","0","0","4.85203","8","0",".9162908"
"986","65","23","133.4","114","16","16","2","1","1","0","4.736198","7.125","0","4.174387"
"987","10.5","23","133.4","104","12","9","1","0","1","20","4.644391","6.5","1","2.351375"
"988","42.5","23","133.4","123","16","12","1","0","1","0","4.812184","7.6875","0","3.749504"
"989","19.5","23","133.4","123","18","13","1","1","1","0","4.812184","7.6875","0","2.970414"
"990","5.5","23","133.4","164","9","12","3","0","1","0","5.099866","10.25","0","1.704748"
"991",".5","23","133.4","113","","9","1","1","1","0","4.727388","7.0625","0","-.6931472"
"992","65","23","133.4","102","12","14","1","0","1","0","4.624973","6.375","0","4.174387"
"993","47.5","23","133.4","113","12","12","1","0","1","0","4.727388","7.0625","0","3.86073"
"994","14.5","23","133.4","99","8","12","1","0","1","0","4.59512","6.1875","0","2.674149"
"995","27.5","23","133.4","127","17","18","1","0","1","0","4.844187","7.9375","0","3.314186"
"996","22.5","23","133.4","132","9","12","1","1","0","20","4.882802","8.25","1","3.113515"
"997","19.5","23","133.4","121","14","12","2","0","1","20","4.795791","7.5625","1","2.970414"
"998","15.5","23","133.4","91","12","11","1","0","1","0","4.510859","5.6875","0","2.74084"
"999",".5","23","133.4","109","11","8","1","1","1","10","4.691348","6.8125",".5","-.6931472"
"1000","47.5","23","133.4","112","16","17","1","0","1","0","4.718499","7","0","3.86073"
"1001","22.5","23","133.4","124","16","12","2","0","1","0","4.820282","7.75","0","3.113515"
"1002","15.5","23","133.4","149","12","12","2","0","1","0","5.003946","9.3125","0","2.74084"
"1003","17.5","23","133.4","103","12","12","2","1","1","10","4.634729","6.4375",".5","2.862201"
"1004","47.5","23","133.4","120","18","15","1","0","1","0","4.787492","7.5","0","3.86073"
"1005","15.5","23","133.4","144","12","14","1","1","1","0","4.969813","9","0","2.74084"
"1006","18.5","27","145","116","14","17","1","1","1","0","4.75359","7.25","0","2.917771"
"1007","2.5","27","145","112","","14","1","0","1","10","4.718499","7",".5",".9162908"
"1008","18.5","27","145","128","12","12","2","0","1","0","4.85203","8","0","2.917771"
"1009","27.5","27","145","137","12","12","1","0","1","0","4.919981","8.5625","0","3.314186"
"1010","32.5","27","145","127","14","14","3","0","1","0","4.844187","7.9375","0","3.48124"
"1011","19.5","27","145","101","12","11","1","0","0","15","4.61512","6.3125",".75","2.970414"
"1012","32.5","27","145","92","14","13","2","1","1","15","4.521789","5.75",".75","3.48124"
"1013","22.5","27","145","101","12","12","1","0","1","0","4.61512","6.3125","0","3.113515"
"1014","19.5","18","122.8","121","10","10","1","0","1","0","4.795791","7.5625","0","2.970414"
"1015","6.5","18","122.8","116","12","10","1","1","0","0","4.75359","7.25","0","1.871802"
"1016","27.5","18","122.8","127","16","12","3","0","1","0","4.844187","7.9375","0","3.314186"
"1017","10.5","18","122.8","133","12","12","1","0","1","0","4.890349","8.3125","0","2.351375"
"1018","47.5","18","122.8","128","16","13","2","1","1","0","4.85203","8","0","3.86073"
"1019","19.5","18","122.8","123","17","14","1","0","1","0","4.812184","7.6875","0","2.970414"
"1020","22.5","18","122.8","122","12","12","1","1","1","0","4.804021","7.625","0","3.113515"
"1021","15.5","18","122.8","113","","12","1","0","1","20","4.727388","7.0625","1","2.74084"
"1022","8.5","18","122.8","128","12","9","5","1","1","0","4.85203","8","0","2.140066"
"1023","19.5","18","122.8","139","8","12","1","0","0","5","4.934474","8.6875",".25","2.970414"
"1024","1.5","18","122.8","141","12","12","1","1","1","0","4.94876","8.8125","0",".4054651"
"1025","14.5","18","122.8","121","8","9","1","0","1","6","4.795791","7.5625",".3","2.674149"
"1026","27.5","18","122.8","123","16","16","1","1","1","0","4.812184","7.6875","0","3.314186"
"1027","5.5","18","122.8","151","","7","4","1","1","20","5.01728","9.4375","1","1.704748"
"1028","5.5","18","122.8","119","","9","2","1","0","0","4.779123","7.4375","0","1.704748"
"1029","14.5","18","122.8","105","","12","1","1","1","0","4.65396","6.5625","0","2.674149"
"1030","32.5","18","122.8","133","14","12","2","0","0","0","4.890349","8.3125","0","3.48124"
"1031","22.5","18","122.8","123","18","12","2","0","1","0","4.812184","7.6875","0","3.113515"
"1032","22.5","18","122.8","111","12","12","2","1","1","0","4.70953","6.9375","0","3.113515"
"1033","27.5","18","122.8","123","12","12","1","0","1","0","4.812184","7.6875","0","3.314186"
"1034","27.5","18","122.8","123","6","12","1","1","1","10","4.812184","7.6875",".5","3.314186"
"1035","13.5","18","122.8","130","11","12","1","1","1","0","4.867535","8.125","0","2.60269"
"1036","22.5","18","122.8","154","14","12","1","0","1","0","5.036952","9.625","0","3.113515"
"1037","22.5","18","122.8","120","13","12","1","1","1","0","4.787492","7.5","0","3.113515"
"1038","65","18","122.8","90","13","14","2","0","1","0","4.49981","5.625","0","4.174387"
"1039","19.5","18","122.8","114","10","12","1","0","1","0","4.736198","7.125","0","2.970414"
"1040","37.5","18","122.8","123","16","13","1","0","1","0","4.812184","7.6875","0","3.624341"
"1041","32.5","18","122.8","123","16","12","2","1","1","0","4.812184","7.6875","0","3.48124"
"1042","11.5","18","122.8","136","","12","1","1","0","0","4.912655","8.5","0","2.442347"
"1043","27.5","18","122.8","104","15","16","1","0","1","0","4.644391","6.5","0","3.314186"
"1044","17.5","18","122.8","128","","13","2","0","0","20","4.85203","8","1","2.862201"
"1045","37.5","18","122.8","128","12","14","1","0","1","0","4.85203","8","0","3.624341"
"1046","10.5","18","122.8","160","9","9","2","1","1","0","5.075174","10","0","2.351375"
"1047","32.5","18","122.8","111","16","16","1","1","1","0","4.70953","6.9375","0","3.48124"
"1048","37.5","18","122.8","141","14","12","2","1","1","0","4.94876","8.8125","0","3.624341"
"1049","32.5","18","122.8","122","8","9","1","0","1","0","4.804021","7.625","0","3.48124"
"1050","37.5","18","122.8","98","12","16","1","0","1","0","4.584968","6.125","0","3.624341"
"1051","2.5","18","122.8","96","","12","2","1","0","10","4.564348","6",".5",".9162908"
"1052","15.5","18","122.8","127","11","7","3","0","1","0","4.844187","7.9375","0","2.74084"
"1053","42.5","18","122.8","119","12","12","2","1","1","0","4.779123","7.4375","0","3.749504"
"1054","22.5","18","122.8","43","","9","1","1","0","0","3.7612","2.6875","0","3.113515"
"1055","22.5","18","122.8","100","12","12","1","1","0","0","4.60517","6.25","0","3.113515"
"1056","2.5","18","122.8","139","","11","1","0","1","0","4.934474","8.6875","0",".9162908"
"1057","32.5","18","122.8","128","11","12","1","1","1","0","4.85203","8","0","3.48124"
"1058","32.5","18","122.8","115","16","16","1","0","1","0","4.744932","7.1875","0","3.48124"
"1059","18.5","18","122.8","121","","12","1","1","0","0","4.795791","7.5625","0","2.917771"
"1060","27.5","18","122.8","134","","12","1","1","1","0","4.89784","8.375","0","3.314186"
"1061","2.5","18","122.8","120","12","12","1","1","1","0","4.787492","7.5","0",".9162908"
"1062","6.5","18","122.8","104","12","12","1","1","1","20","4.644391","6.5","1","1.871802"
"1063","37.5","18","122.8","170","12","12","1","0","1","0","5.135798","10.625","0","3.624341"
"1064","65","18","122.8","132","12","14","2","1","1","0","4.882802","8.25","0","4.174387"
"1065","47.5","18","122.8","126","12","12","1","0","1","0","4.836282","7.875","0","3.86073"
"1066","42.5","18","122.8","142","18","14","4","0","1","0","4.955827","8.875","0","3.749504"
"1067","27.5","18","122.8","103","12","12","2","0","1","0","4.634729","6.4375","0","3.314186"
"1068","32.5","18","122.8","112","12","17","1","1","1","0","4.718499","7","0","3.48124"
"1069","42.5","18","122.8","117","12","14","1","0","1","20","4.762174","7.3125","1","3.749504"
"1070","17.5","18","122.8","131","12","12","1","1","1","0","4.875197","8.1875","0","2.862201"
"1071","42.5","18","122.8","115","12","12","1","1","1","0","4.744932","7.1875","0","3.749504"
"1072","19.5","18","122.8","118","12","12","1","0","1","10","4.770685","7.375",".5","2.970414"
"1073","32.5","18","122.8","106","12","12","4","1","1","0","4.663439","6.625","0","3.48124"
"1074","42.5","18","122.8","126","14","13","1","0","1","0","4.836282","7.875","0","3.749504"
"1075","14.5","18","122.8","104","11","11","2","1","1","20","4.644391","6.5","1","2.674149"
"1076","15.5","18","122.8","143","15","16","4","1","1","0","4.962845","8.9375","0","2.74084"
"1077","32.5","18","122.8","156","13","16","4","1","1","0","5.049856","9.75","0","3.48124"
"1078","37.5","18","122.8","137","18","17","2","1","1","0","4.919981","8.5625","0","3.624341"
"1079","6.5","18","122.8","126","12","12","2","1","1","0","4.836282","7.875","0","1.871802"
"1080","32.5","18","122.8","134","15","13","3","0","1","0","4.89784","8.375","0","3.48124"
"1081","42.5","18","122.8","89","12","14","1","0","1","0","4.488636","5.5625","0","3.749504"
"1082","27.5","18","122.8","64","11","12","1","0","1","20","4.158883","4","1","3.314186"
"1083","65","18","122.8","114","18","16","1","0","1","0","4.736198","7.125","0","4.174387"
"1084","65","18","122.8","121","16","16","1","1","1","0","4.795791","7.5625","0","4.174387"
"1085","27.5","18","122.8","109","12","12","1","0","1","0","4.691348","6.8125","0","3.314186"
"1086","32.5","25","134.8","38","14","16","1","0","1","0","3.637586","2.375","0","3.48124"
"1087","32.5","25","134.8","128","16","16","1","1","1","0","4.85203","8","0","3.48124"
"1088","37.5","25","134.8","132","11","16","2","1","1","0","4.882802","8.25","0","3.624341"
"1089","18.5","25","134.8","143","","11","1","0","1","10","4.962845","8.9375",".5","2.917771"
"1090","22.5","7","111.9","100","12","11","2","0","1","0","4.60517","6.25","0","3.113515"
"1091","42.5","7","111.9","107","7","12","1","0","1","6","4.672829","6.6875",".3","3.749504"
"1092","27.5","7","111.9","103","16","16","2","0","1","0","4.634729","6.4375","0","3.314186"
"1093","37.5","7","111.9","157","12","14","1","1","1","0","5.056246","9.8125","0","3.624341"
"1094","11.5","7","111.9","126","12","12","2","0","0","0","4.836282","7.875","0","2.442347"
"1095","18.5","7","111.9","125","10","16","2","0","1","0","4.828314","7.8125","0","2.917771"
"1096","3.5","7","111.9","102","","11","1","0","0","0","4.624973","6.375","0","1.252763"
"1097","18.5","7","111.9","98","12","12","1","0","0","0","4.584968","6.125","0","2.917771"
"1098","13.5","7","111.9","96","","13","2","1","0","0","4.564348","6","0","2.60269"
"1099","22.5","7","111.9","134","12","16","1","0","1","0","4.89784","8.375","0","3.113515"
"1100","65","23","130.1","94","18","17","2","0","1","0","4.543295","5.875","0","4.174387"
"1101","22.5","23","130.1","84","12","12","2","0","1","0","4.430817","5.25","0","3.113515"
"1102","16.5","23","130.1","155","11","12","3","1","1","0","5.043425","9.6875","0","2.80336"
"1103","27.5","23","130.1","117","12","12","3","1","1","0","4.762174","7.3125","0","3.314186"
"1104","42.5","23","130.1","169","16","14","2","1","1","0","5.129899","10.5625","0","3.749504"
"1105","3.5","23","130.1","105","","12","1","0","1","2","4.65396","6.5625",".1","1.252763"
"1106","22.5","23","130.1","118","15","16","2","1","1","0","4.770685","7.375","0","3.113515"
"1107","19.5","23","130.1","113","12","13","1","1","1","0","4.727388","7.0625","0","2.970414"
"1108","12.5","13","121.5","114","10","10","1","0","1","0","4.736198","7.125","0","2.525729"
"1109","9.5","13","121.5","116","13","14","2","0","1","20","4.75359","7.25","1","2.251292"
"1110","4.5","13","121.5","79","","12","2","1","1","10","4.369448","4.9375",".5","1.504077"
"1111","27.5","13","121.5","109","16","14","1","1","1","0","4.691348","6.8125","0","3.314186"
"1112","47.5","13","121.5","146","12","13","2","1","1","0","4.983607","9.125","0","3.86073"
"1113","22.5","13","121.5","116","14","16","1","0","1","0","4.75359","7.25","0","3.113515"
"1114","9.5","13","121.5","93","10","12","1","1","1","0","4.532599","5.8125","0","2.251292"
"1115","65","13","121.5","108","14","13","2","1","1","0","4.682131","6.75","0","4.174387"
"1116","7.5","13","121.5","115","","11","4","0","0","0","4.744932","7.1875","0","2.014903"
"1117","65","13","121.5","115","12","2","1","0","1","0","4.744932","7.1875","0","4.174387"
"1118","4.5","13","121.5","119","","13","1","0","0","0","4.779123","7.4375","0","1.504077"
"1119","27.5","13","121.5","128","16","13","1","0","1","0","4.85203","8","0","3.314186"
"1120","19.5","13","121.5","119","12","13","2","0","0","0","4.779123","7.4375","0","2.970414"
"1121","6.5","13","121.5","102","","10","2","1","1","0","4.624973","6.375","0","1.871802"
"1122","16.5","13","121.5","130","10","12","1","0","1","0","4.867535","8.125","0","2.80336"
"1123","65","13","121.5","140","14","13","2","1","1","0","4.941642","8.75","0","4.174387"
"1124","22.5","13","121.5","107","12","14","1","1","1","0","4.672829","6.6875","0","3.113515"
"1125","2.5","13","121.5","134","","12","3","1","0","0","4.89784","8.375","0",".9162908"
"1126","22.5","13","121.5","126","12","12","1","0","1","0","4.836282","7.875","0","3.113515"
"1127","32.5","13","121.5","143","17","12","2","0","1","0","4.962845","8.9375","0","3.48124"
"1128","9.5","13","121.5","122","12","12","1","1","1","0","4.804021","7.625","0","2.251292"
"1129","16.5","13","121.5","112","6","8","1","0","1","0","4.718499","7","0","2.80336"
"1130","32.5","13","121.5","151","16","16","1","1","1","0","5.01728","9.4375","0","3.48124"
"1131","17.5","13","121.5","127","12","8","3","1","1","0","4.844187","7.9375","0","2.862201"
"1132","6.5","13","121.5","158","12","9","3","0","0","0","5.062595","9.875","0","1.871802"
"1133","65","13","121.5","90","16","16","1","0","1","0","4.49981","5.625","0","4.174387"
"1134","37.5","13","121.5","114","14","16","1","1","1","0","4.736198","7.125","0","3.624341"
"1135","17.5","26","137","143","16","9","2","0","1","4","4.962845","8.9375",".2","2.862201"
"1136","19.5","26","137","109","12","11","2","1","1","0","4.691348","6.8125","0","2.970414"
"1137","32.5","26","137","126","16","14","2","0","0","0","4.836282","7.875","0","3.48124"
"1138","42.5","26","137","153","15","15","2","0","0","6","5.030438","9.5625",".3","3.749504"
"1139","32.5","26","137","123","14","12","3","0","1","0","4.812184","7.6875","0","3.48124"
"1140","18.5","26","137","72","12","12","1","0","1","0","4.276666","4.5","0","2.917771"
"1141","22.5","26","137","121","","12","1","1","1","10","4.795791","7.5625",".5","3.113515"
"1142","22.5","26","137","137","12","10","1","0","1","3","4.919981","8.5625",".15","3.113515"
"1143","32.5","26","137","64","16","16","1","1","1","0","4.158883","4","0","3.48124"
"1144","18.5","26","137","119","12","8","1","1","1","0","4.779123","7.4375","0","2.917771"
"1145","12.5","26","137","137","12","10","1","0","1","0","4.919981","8.5625","0","2.525729"
"1146","9.5","26","137","98","2","10","1","0","1","0","4.584968","6.125","0","2.251292"
"1147","22.5","26","137","126","13","14","1","1","1","0","4.836282","7.875","0","3.113515"
"1148","27.5","26","137","142","13","16","1","1","1","0","4.955827","8.875","0","3.314186"
"1149",".5","26","137","122","","12","4","0","0","0","4.804021","7.625","0","-.6931472"
"1150","22.5","26","137","112","6","9","2","0","1","0","4.718499","7","0","3.113515"
"1151","6.5","26","137","142","","12","1","1","1","0","4.955827","8.875","0","1.871802"
"1152","65","26","137","108","16","18","1","0","1","0","4.682131","6.75","0","4.174387"
"1153","19.5","26","137","128","17","16","3","1","1","0","4.85203","8","0","2.970414"
"1154","27.5","26","137","124","16","18","2","0","0","0","4.820282","7.75","0","3.314186"
"1155","12.5","26","137","104","16","16","1","0","1","0","4.644391","6.5","0","2.525729"
"1156","42.5","26","137","118","15","15","2","1","1","0","4.770685","7.375","0","3.749504"
"1157","13.5","26","137","96","","12","1","1","0","0","4.564348","6","0","2.60269"
"1158","65","26","137","106","16","16","1","0","1","0","4.663439","6.625","0","4.174387"
"1159","2.5","26","137","114","","9","3","1","0","0","4.736198","7.125","0",".9162908"
"1160","65","26","137","142","16","16","1","0","1","0","4.955827","8.875","0","4.174387"
"1161","9.5","26","137","74","","12","1","0","0","0","4.304065","4.625","0","2.251292"
"1162","37.5","26","137","146","16","16","2","0","1","0","4.983607","9.125","0","3.624341"
"1163","19.5","26","137","128","12","12","1","1","0","0","4.85203","8","0","2.970414"
"1164","17.5","26","137","115","12","14","3","1","1","0","4.744932","7.1875","0","2.862201"
"1165","9.5","26","137","139","12","12","2","0","0","0","4.934474","8.6875","0","2.251292"
"1166","65","26","137","143","14","12","1","1","1","0","4.962845","8.9375","0","4.174387"
"1167","65","26","137","125","18","18","2","0","1","0","4.828314","7.8125","0","4.174387"
"1168","14.5","26","137","120","12","8","1","0","1","5","4.787492","7.5",".25","2.674149"
"1169","32.5","26","137","120","14","13","1","1","1","5","4.787492","7.5",".25","3.48124"
"1170","17.5","26","137","135","11","12","1","1","1","0","4.905275","8.4375","0","2.862201"
"1171","2.5","26","137","91","","12","4","1","0","0","4.510859","5.6875","0",".9162908"
"1172","18.5","26","137","117","13","10","1","0","1","0","4.762174","7.3125","0","2.917771"
"1173","22.5","26","137","119","12","13","2","0","1","0","4.779123","7.4375","0","3.113515"
"1174","65","26","137","128","16","16","1","1","1","20","4.85203","8","1","4.174387"
"1175","65","26","137","135","18","16","1","1","1","0","4.905275","8.4375","0","4.174387"
"1176","22.5","26","137","91","10","14","1","0","0","6","4.510859","5.6875",".3","3.113515"
"1177",".5","26","137","108","11","12","2","1","1","0","4.682131","6.75","0","-.6931472"
"1178","22.5","26","137","110","4","14","1","1","1","0","4.70048","6.875","0","3.113515"
"1179","47.5","26","137","136","12","16","1","0","1","0","4.912655","8.5","0","3.86073"
"1180","65","26","137","126","18","15","1","1","1","0","4.836282","7.875","0","4.174387"
"1181","65","26","137","115","16","16","1","1","1","0","4.744932","7.1875","0","4.174387"
"1182","32.5","26","137","136","","15","4","1","1","0","4.912655","8.5","0","3.48124"
"1183","65","26","137","116","16","14","2","1","1","0","4.75359","7.25","0","4.174387"
"1184",".5","26","137","117","12","9","2","0","1","0","4.762174","7.3125","0","-.6931472"
"1185","65","26","137","152","16","14","1","1","1","0","5.02388","9.5","0","4.174387"
"1186","42.5","26","137","124","16","16","2","1","1","0","4.820282","7.75","0","3.749504"
"1187","13.5","26","137","115","","12","1","1","1","0","4.744932","7.1875","0","2.60269"
"1188","22.5","26","137","134","12","14","1","0","1","0","4.89784","8.375","0","3.113515"
"1189","65","26","137","146","16","16","1","1","0","0","4.983607","9.125","0","4.174387"
"1190","16.5","26","137","125","8","8","1","0","1","0","4.828314","7.8125","0","2.80336"
"1191","9.5","26","137","89","14","12","1","0","1","20","4.488636","5.5625","1","2.251292"
"1192","19.5","26","137","128","12","12","1","1","1","15","4.85203","8",".75","2.970414"
"1193","11.5","26","137","133","10","12","1","1","0","0","4.890349","8.3125","0","2.442347"
"1194","8.5","26","137","112","","12","1","0","1","0","4.718499","7","0","2.140066"
"1195","42.5","26","137","143","10","14","1","0","1","0","4.962845","8.9375","0","3.749504"
"1196","27.5","26","137","157","14","13","2","0","1","0","5.056246","9.8125","0","3.314186"
"1197","14.5","26","137","99","3","9","1","0","1","0","4.59512","6.1875","0","2.674149"
"1198","4.5","26","137","96","","12","4","0","1","8","4.564348","6",".4","1.504077"
"1199","15.5","26","137","128","12","9","2","1","0","0","4.85203","8","0","2.74084"
"1200","27.5","26","137","122","12","13","1","1","0","0","4.804021","7.625","0","3.314186"
"1201","65","26","137","119","16","14","1","1","1","0","4.779123","7.4375","0","4.174387"
"1202","16.5","26","137","160","12","12","2","1","1","0","5.075174","10","0","2.80336"
"1203","37.5","26","137","108","16","16","1","0","1","0","4.682131","6.75","0","3.624341"
"1204","65","26","137","114","15","15","1","1","1","0","4.736198","7.125","0","4.174387"
"1205","37.5","26","137","115","12","12","1","1","1","0","4.744932","7.1875","0","3.624341"
"1206","7.5","26","137","131","12","12","1","0","0","0","4.875197","8.1875","0","2.014903"
"1207","22.5","26","137","118","12","12","2","1","1","0","4.770685","7.375","0","3.113515"
"1208","47.5","26","137","149","14","16","3","1","1","0","5.003946","9.3125","0","3.86073"
"1209","32.5","26","137","114","12","12","1","1","1","0","4.736198","7.125","0","3.48124"
"1210","4.5","26","137","133","12","10","1","1","1","5","4.890349","8.3125",".25","1.504077"
"1211","32.5","26","137","112","1","9","3","0","1","0","4.718499","7","0","3.48124"
"1212","15.5","26","137","101","9","12","1","1","1","0","4.61512","6.3125","0","2.74084"
"1213","1.5","26","137","86","12","9","1","0","0","10","4.454347","5.375",".5",".4054651"
"1214","65","26","137","125","15","14","1","1","1","0","4.828314","7.8125","0","4.174387"
"1215","37.5","26","137","135","16","12","1","0","1","0","4.905275","8.4375","0","3.624341"
"1216","12.5","26","137","105","10","10","1","0","1","0","4.65396","6.5625","0","2.525729"
"1217","16.5","26","137","107","12","12","2","1","1","0","4.672829","6.6875","0","2.80336"
"1218","47.5","26","137","97","16","16","3","0","1","0","4.574711","6.0625","0","3.86073"
"1219",".5","26","137","158","","12","2","1","0","0","5.062595","9.875","0","-.6931472"
"1220","18.5","26","137","123","12","12","1","0","1","0","4.812184","7.6875","0","2.917771"
"1221","32.5","26","137","110","18","16","3","1","0","0","4.70048","6.875","0","3.48124"
"1222","13.5","26","137","74","","16","1","1","0","0","4.304065","4.625","0","2.60269"
"1223","2.5","26","137","93","","12","1","0","1","0","4.532599","5.8125","0",".9162908"
"1224","47.5","26","137","159","18","14","1","1","1","0","5.068904","9.9375","0","3.86073"
"1225","32.5","26","137","114","12","14","1","0","0","0","4.736198","7.125","0","3.48124"
"1226","22.5","26","137","142","12","16","2","1","1","0","4.955827","8.875","0","3.113515"
"1227","65","26","137","139","14","12","1","1","1","0","4.934474","8.6875","0","4.174387"
"1228","9.5","26","137","132","12","9","5","1","1","0","4.882802","8.25","0","2.251292"
"1229","65","26","137","151","12","14","1","1","1","0","5.01728","9.4375","0","4.174387"
"1230","8.5","26","137","111","12","12","2","1","1","15","4.70953","6.9375",".75","2.140066"
"1231","9.5","26","137","115","3","12","1","0","0","0","4.744932","7.1875","0","2.251292"
"1232","22.5","26","137","120","12","12","1","1","1","0","4.787492","7.5","0","3.113515"
"1233","22.5","26","137","155","12","12","1","1","1","0","5.043425","9.6875","0","3.113515"
"1234","65","26","137","131","18","12","1","0","1","12","4.875197","8.1875",".6","4.174387"
"1235","22.5","26","137","124","12","12","1","1","1","0","4.820282","7.75","0","3.113515"
"1236","22.5","26","137","127","7","9","2","0","1","10","4.844187","7.9375",".5","3.113515"
"1237","10.5","26","137","125","12","12","1","0","1","0","4.828314","7.8125","0","2.351375"
"1238","2.5","26","137","106","","12","1","1","0","0","4.663439","6.625","0",".9162908"
"1239","9.5","26","137","144","6","9","2","0","1","0","4.969813","9","0","2.251292"
"1240","4.5","26","137","109","","12","3","1","0","0","4.691348","6.8125","0","1.504077"
"1241",".5","26","137","121","","12","2","1","0","46","4.795791","7.5625","2.3","-.6931472"
"1242","32.5","26","137","111","16","13","2","1","1","0","4.70953","6.9375","0","3.48124"
"1243","47.5","26","137","145","11","12","1","1","1","0","4.976734","9.0625","0","3.86073"
"1244","5.5","26","137","131","","11","2","1","0","0","4.875197","8.1875","0","1.704748"
"1245","17.5","26","137","129","12","9","5","1","1","0","4.859812","8.0625","0","2.862201"
"1246","10.5","26","137","92","12","12","2","0","1","20","4.521789","5.75","1","2.351375"
"1247","12.5","26","137","111","10","11","2","0","1","0","4.70953","6.9375","0","2.525729"
"1248","9.5","26","137","91","11","12","2","0","1","0","4.510859","5.6875","0","2.251292"
"1249","22.5","26","137","124","14","13","1","1","1","5","4.820282","7.75",".25","3.113515"
"1250","32.5","26","137","130","11","12","3","1","1","0","4.867535","8.125","0","3.48124"
"1251","22.5","26","137","137","12","16","1","0","1","0","4.919981","8.5625","0","3.113515"
"1252","8.5","26","137","128","11","10","1","1","1","0","4.85203","8","0","2.140066"
"1253","1.5","26","137","133","","12","2","1","0","0","4.890349","8.3125","0",".4054651"
"1254","32.5","26","137","68","12","12","1","1","1","0","4.219508","4.25","0","3.48124"
"1255","15.5","26","137","97","16","16","1","1","1","0","4.574711","6.0625","0","2.74084"
"1256","37.5","26","137","124","14","14","1","0","1","0","4.820282","7.75","0","3.624341"
"1257","47.5","26","137","129","18","16","2","1","1","0","4.859812","8.0625","0","3.86073"
"1258","65","26","137","117","18","16","2","1","1","0","4.762174","7.3125","0","4.174387"
"1259","27.5","26","137","93","18","17","4","0","1","0","4.532599","5.8125","0","3.314186"
"1260","27.5","26","137","103","18","16","1","0","1","0","4.634729","6.4375","0","3.314186"
"1261","65","26","137","134","16","16","2","0","1","0","4.89784","8.375","0","4.174387"
"1262","32.5","26","137","101","12","14","1","0","1","0","4.61512","6.3125","0","3.48124"
"1263","7.5","26","137","137","12","12","2","1","1","0","4.919981","8.5625","0","2.014903"
"1264","4.5","26","137","153","","14","2","1","0","0","5.030438","9.5625","0","1.504077"
"1265","22.5","23","135.6","96","10","10","2","0","1","40","4.564348","6","2","3.113515"
"1266","8.5","23","135.6","103","12","13","1","1","1","0","4.634729","6.4375","0","2.140066"
"1267","6.5","23","135.6","112","15","17","4","1","1","0","4.718499","7","0","1.871802"
"1268","27.5","23","135.6","108","17","16","1","0","1","0","4.682131","6.75","0","3.314186"
"1269","18.5","23","135.6","97","13","12","1","0","1","0","4.574711","6.0625","0","2.917771"
